,question,answer,query_duration,answer_present,average_precision
34825,parc v commonwealth of pennsylvania 1972 granted a free and appropriate public education to,to all children,15,1,1.0
34826,who plays dr russell on grey's anatomy,Dominic Hoffman,11,0,0.0
34827,who is the only bowler who taken hat trick in both innings of a test match,Jimmy Matthews,7,1,1.0
34828,what is the title of the wife of an earl,Countess,4,1,1.0
34829,1 ton is equal to how many btu,"12,000 BTU / h",4,1,1.0
34830,the name given to the area at the foothills of the shiwalik range,Bhabar,5,0,0.0
34831,who was the first king to be crowned in westminster abbey,William the Conqueror,5,1,1.0
34832,when is hong kong handed back to china,1 July 1997,9,0,0.0
34833,what episode of the west wing does cj sing the jackal,Six Meetings Before Lunch,18,0,0.0
34834,who is the blue character in guardians of the galaxy,Yondu,5,1,1.0
34835,where can quartz be found in the world,Earth 's continental crust,5,1,1.0
34836,where did the queen mother lie in state,Westminster Hall at the Palace of Westminster,18,1,1.0
34837,who sang last night a dj saved my life lyrics,Réjane `` Reggie '' Magloire and Rose Marie Ramsey,11,1,1.0
34838,who plays ricky on the secret life of the american teenager,Daren Maxwell Kagasoff,5,0,0.0
34839,who played the artful dodger in the original oliver,Jack Wild,13,1,1.0
34840,nightwish i wish i had an angel album,their fifth album Once,6,1,1.0
34841,who wrote the diary of a wimpy kid,Jeff Kinney,5,1,1.0
34842,when was the last time the all star game was in philadelphia,1996,10,0,0.0
34843,who made up the central powers during world war 1,"Germany , Austria - Hungary , the Ottoman Empire and Bulgaria",18,1,1.0
34844,who sang backup vocals on do the bartman from the simpsons,Dan Castellaneta,13,1,1.0
34845,who sang backup vocals on do the bartman from the simpsons,Michael Jackson,6,1,1.0
34846,a defect or a cloud on title of a property is best cured by,a civil action to quiet title which resolves the outstanding or unresolved cloud,3,1,1.0
34847,when did the first usb flash drive appear on the retail market,early 2000,9,1,1.0
34848,soldier nickname given to 19th century us cavalrymen fighting on the frontier,walkaheaps,7,0,0.0
34849,who is the newly elected defence minister of india,Nirmala Sitharaman,3,1,1.0
34850,what is the name of the vietnamese currency,đồng,12,0,0.0
34851,how many branches of vasan eye care in india,more than 170 eye care hospitals and 30 dental care Hospitals across India,4,1,1.0
34852,when did george orwell write his first book,1933,6,1,1.0
34853,when did canada withdraw from the kyoto protocol,December 2011,4,1,1.0
34854,where are the calcium-voltage gated channels located in the neuron,membrane,7,1,1.0
34855,converts linear motion of the pistons into rotary motion,crank,6,1,1.0
34856,who was the founder of the varmana dynasty,Pushyavarman,5,0,0.0
34857,who invented the maharashtra state ceremony on 1st may 1960,Government of Maharashtra,7,1,1.0
34858,where is the foramen ovale located in the skull,"situated in the posterior part of the sphenoid bone , posterolateral to the foramen rotundum",4,1,1.0
34859,how many runs can you score in one inning,18,8,0,0.0
34860,how to become a constable in south carolina,appointed by the Governor of South Carolina,12,1,1.0
34861,when did zagreb become the capital of croatia,After Croatia declared independence from Yugoslavia,14,1,1.0
34862,when did the han dynasty invent the wheelbarrow,231 AD,3,1,1.0
34863,how old do you have to.be to get a tattoo,18 years or older,12,0,0.0
34864,where does capex go on the balance sheet,"cash flow statement under `` Investment in Plant , Property , and Equipment '' or something similar in the Investing subsection",3,0,0.0
34865,animals that give birth to their young ones alive are called,mammals,6,1,1.0
34866,who beat hank aaron's home run record,Barry Bonds,5,1,1.0
34867,who wrote the song lord of the dance,Sydney Carter,5,1,1.0
34868,what is the average speed of passenger airplane,approximately 475 -- 500 knots ( 878 -- 926 km / h ; 546 -- 575 mph ),5,0,0.0
34869,when does carl's ice cream close for the season,Sunday before Thanksgiving,4,0,0.0
34870,who conducted a famous study of high iq children,Lewis Madison Terman,15,0,0.0
34871,how many sticks are there in indian flag,24,4,0,0.0
34872,vitu levu is the largest island on which group of islands,the Republic of Fiji,14,1,1.0
34873,where does china girl top of the lake take place,"Sydney , Australia",7,1,1.0
34874,in geography the term mediterranean climate refers to,dry summer climate,3,1,1.0
34875,who mooted the idea of azad hind fauj indian national army,Mohan Singh,7,0,0.0
34876,who was the first black football player to win the heisman trophy,Ernest Davis,9,0,0.0
34877,mission congregation of the servants of the holy spirit,Missionary Sisters Servants of the Holy Spirit,4,1,1.0
34878,when does elena and damon first get together,`` My Brother 's Keeper '',7,1,1.0
34879,when did they come out with disposable diapers,1946,11,1,1.0
34880,where is the oldest mini golf course located,London,8,0,0.0
34881,where were you when the world stopped turning writer,American singer - songwriter Alan Jackson,14,1,1.0
34882,where does the flat iron steak come from,the shoulder of a beef animal,5,1,1.0
34883,where are epithelial tissues located in the body,line the cavities and surfaces of blood vessels and organs throughout the body,4,0,0.0
34884,what is the size of bat in cricket,length of the bat may be no more than 38 inches ( 965 mm ) and the width no more than 4.25 inches ( 108 mm ),3,1,1.0
34885,where was american horror story season 5 filmed,Los Angeles,21,1,1.0
34886,who played the eldest daughter in the sound of music,Charmian Carr,5,0,0.0
34887,how many times india won womens cricket world cup,twice,10,1,1.0
34888,who has the primary responsibility for conducting elections,individual states,13,0,0.0
34889,what was the foundation of the virginia colony's early economy,Tobacco,12,1,1.0
34890,who wrote i can't quit you babe,Willie Dixon,9,0,0.0
34891,who played carly on days of our lives,Crystal Chappell,8,1,1.0
34892,who coined the term aerobics and in what year,1968,12,1,1.0
34893,who coined the term aerobics and in what year,Dr. Kenneth H. Cooper,13,1,1.0
34894,who wrote the closer i get to you,Reggie Lucas,5,1,1.0
34895,who wrote the closer i get to you,James Mtume,15,1,1.0
34896,who did april kepner lose her virginity to,Avery,5,1,1.0
34897,where did the saying a okay come from,"Tecwyn Roberts , a Flight Dynamics Officer , to Flight Director ( entitled `` Report on Test 3805 '' , dated Feb 2 , 1961 ) in penciled notes on the countdown of MR - 2 ( Mercury - Redstone 2 ) , dated Jan ( uary ) 31 , 1961",14,0,0.0
34898,given the formula p=mv what are the units of p,kilogram meters per second ( kg m / s ) .,8,0,0.0
34899,examples of countries that uses fixed exchange rate,People 's Republic of China,10,1,1.0
34900,buddas of bamiyan demolished in 2001 in which country,Afghanistan,3,1,1.0
34901,who were the gods and goddesses who were considered the chthonic gods,Hades,8,1,1.0
34902,who were the gods and goddesses who were considered the chthonic gods,Persephone,8,1,1.0
34903,where did the movie 10000 bc take place,in the Urals,7,0,0.0
34904,where is the waterfall in the movie the shack,"Multnomah Falls in the Columbia River Gorge , east of Portland , Oregon",15,1,1.0
34905,who won first season of americas got talent,Bianca Ryan,10,1,1.0
34906,what is the medical term for night terrors,sleep terror,9,1,1.0
34907,who came up with the first drive thru,Jordan Martin,5,0,0.0
34908,where did they film a league of their own,"Huntingburg , Indiana 's League Stadium",10,1,1.0
34909,where did they film a league of their own,"Bosse Field in Evansville , Indiana",6,1,1.0
34910,in what modern day country did the renassaince start in,Italy,8,0,0.0
34911,where does the best quality amethyst come from,"Siberia , Sri Lanka , Brazil",5,1,1.0
34912,the group of ww1 veterans who marched on washington in 1932 was called the,The Bonus Army,16,1,1.0
34913,when was the ferris wheel in paris built,2000,4,1,1.0
34914,in experiments the double-blind technique is used to avoid,"subjective , unrecognized biases carried by an experiment 's subjects ( usually human ) and conductors",4,1,1.0
34915,where did phrase quit cold turkey come from,"the piloerection or `` goose bumps '' that occurs with abrupt withdrawal from opioids , which resembles the skin of a plucked refrigerated turkey",9,1,1.0
34916,who is the actress that plays in the movie peppermint,Jennifer Garner,7,0,0.0
34917,where did they film the roy rogers show,"the Iverson Movie Ranch in Chatsworth , Los Angeles , California",15,1,1.0
34918,where did they film the roy rogers show,the Samuel Goldwyn Studio,14,1,1.0
34919,who composed the nutcracker suite for the christmas themed ballet the nutcracker,Tchaikovsky,4,1,1.0
34920,who is the patron saint of adoptive parents,Saint William of Perth,9,0,0.0
34921,who played cameron on ferris bueller's day off,Alan Douglas Ruck,23,0,0.0
34922,what ship was the surrender of japan signed on,USS Missouri ( BB - 63 ),4,0,0.0
34923,who developed the hierarchy of needs motivational theory,Abraham Maslow,7,0,0.0
34924,where is the acc basketball tournament being played this year,"at Barclays Center in Brooklyn , New York",5,0,0.0
34925,who came up with the process of natural selection,Charles Darwin,9,1,1.0
34926,who has been the tallest president of the united states,Abraham Lincoln,8,1,1.0
34927,who did the dodgers get for pedro martinez,Delino DeShields,9,1,1.0
34928,who wins at the end of pitch perfect 2,The Bellas,4,1,1.0
34929,number of weddings per year in the us,approximately 2.5 million weddings,4,0,0.0
34930,when did tobacco companies start putting warning labels on cigarettes,1966,9,1,1.0
34931,who was the first person to set foot on antarctica,American Captain John Davis,11,0,0.0
34932,where are the seeds of the world stored,"the Norwegian island of Spitsbergen near Longyearbyen in the remote Arctic Svalbard archipelago , about 1,300 kilometres ( 810 mi ) from the North Pole",3,0,0.0
34933,how many la salle schools in the world,"1,500",5,0,0.0
34934,who controlled the city of constantinople at the end of the crusades,Emperor Baldwin I of Constantinople,6,0,0.0
34935,what is the purpose of a whisky decanter,"in order to separate a small volume of liquid , containing the sediment , from a larger volume of `` clear '' liquid , which is free of such",3,1,1.0
34936,where is the acl located in the leg,knee,9,1,1.0
34937,when was the punjab land alienation act passed,1900,14,1,1.0
34938,who wrote the original leaving on a jet plane,John Denver,5,1,1.0
34939,when does the gifted season 2 come on,"September 25 , 2018",11,1,1.0
34940,who played the voice of shaggy in scooby doo,Kemal Amin `` Casey '' Kasem,5,0,0.0
34941,where in australia was crocodile dundee 2 filmed,"Northern Territory , Australia",5,0,0.0
34942,where in australia was crocodile dundee 2 filmed,New York City,4,1,1.0
34943,the sixteenth century has come to be regarded as the golden age for what vocal style,polyphonic,9,1,1.0
34944,where was eat pray love filmed in italy,Rome and Naples,8,1,1.0
34945,what is the oldest stamp in the world,The Penny Black,10,0,0.0
34946,what is singular value decomposition of a matrix,"the generalization of the eigendecomposition of a positive semidefinite normal matrix ( for example , a symmetric matrix with positive eigenvalues ) to any m × n ( \ displaystyle m \ times n ) matrix via an extension of the polar decomposition",4,1,1.0
34947,the beaufort sea is what direction from alaska,north,8,1,1.0
34948,the oxygen flow rate for a nasal cannula should not exceed,5 litres per minute ( L / min ),12,1,1.0
34949,what does a mutation in p53 lead to,large spectrum of cancer phenotypes,11,1,1.0
34950,what are two states that border the pacific ocean,California,16,1,1.0
34951,what are two states that border the pacific ocean,Alaska,10,1,1.0
34952,what is backflow of blood in the heart called,Regurgitation,4,1,1.0
34953,what does flex fuel mean on a chevy silverado,"an alternative fuel vehicle with an internal combustion engine designed to run on more than one fuel , usually gasoline blended with either ethanol or methanol fuel , and both fuels are stored in the same common tank",8,0,0.0
34954,what are the two offical languages of puerto rico,Spanish,7,1,1.0
34955,what are the two offical languages of puerto rico,English,7,1,1.0
34956,who came second and third in dance plus 3,"Amardeep Singh Natt became the first runner up , Aryan Patra became the second runner up",10,1,1.0
34957,who played the original mark fowler in eastenders,David Timothy Scarboro,4,0,0.0
34958,where is the red dog saloon in alaska,278 South Franklin Street in Juneau,2,1,1.0
34959,what is the function of a utility clamp,to hold rounded laboratory glassware,5,1,1.0
34960,when was aaron rodgers picked in the draft,24th overall pick,5,1,1.0
34961,who sang why is everybody always pickin on me,Bloodhound Gang,3,1,1.0
34962,which type of marble used in taj mahal,Makrana marble,6,0,0.0
34963,what is the dominant religion in puerto rico,Christianity,4,1,1.0
34964,what does laying hands mean in the bible,the receiving of the Holy Spirit,14,1,1.0
34965,what does laying hands mean in the bible,Christ healing the sick,10,1,1.0
34966,what is the area in physics that deals with stationary electrical charges,Electrostatics,8,0,0.0
34967,who came up with the theory of endosymbiosis,Konstantin Mereschkowski,8,1,1.0
34968,what holds a protein in its tertiary structure,The interactions and bonds of side chains within a particular protein,15,1,1.0
34969,when did media play go out of business,2006,10,1,1.0
34970,when did the first easy bake oven come out,1963,8,1,1.0
34971,where was channel 4's the state filmed,Spain,6,0,0.0
34972,how many cities in the state of michigan,276,7,0,0.0
34973,a primary purpose of the international conference on harmonisation (ich) is to,to reduce or eliminate the need to duplicate the testing carried out during the research and development of new medicines by recommending ways to achieve greater harmonisation in the interpretation and application of technical guidelines and requirements for product registration,5,1,1.0
34974,how many books in the wizard of oz,fourteen,4,0,0.0
34975,who wrote the song when my blue moon turns to gold again,Gene Sullivan,16,1,1.0
34976,who wrote the song when my blue moon turns to gold again,Wiley Walker,17,1,1.0
34977,who is the subject of a documentary a billion dreams,Indian cricketer Sachin Tendulkar,14,1,1.0
34978,where is the matrix located in the mitochondria,within the inner membrane,6,1,1.0
34979,who is the only super bowl mvp from a losing team,Dallas Cowboys linebacker Chuck Howley,6,0,0.0
34980,who was involved in the ww1 christmas truce,British,5,1,1.0
34981,who was involved in the ww1 christmas truce,French,12,1,1.0
34982,who was involved in the ww1 christmas truce,German,5,1,1.0
34983,what was the first full-length animated feature film made in the united states,Snow White and the Seven Dwarfs,41,0,0.0
34984,where are the oakland raiders playing in 2018,Oakland -- Alameda County Coliseum,4,1,1.0
34985,where does the heat energy for geothermal energy resources come from,from radioactive decay of materials,19,1,1.0
34986,where does the heat energy for geothermal energy resources come from,from the original formation of the planet,10,1,1.0
34987,who sings the teenage mutant ninja turtles theme song,Chuck Lorre,8,0,0.0
34988,who sings the teenage mutant ninja turtles theme song,James Mandell ( aka Miles Doppler ),16,0,0.0
34989,who has the highest batting average of all time in mlb,Ty Cobb,12,1,1.0
34990,when does the new season for criminal minds begin,"October 3 , 2018",10,0,0.0
34991,who played lead role in mohan joshi hazir ho movie,Bhisham Sahni,8,1,1.0
34992,where does the king county water taxi go,two routes between Downtown Seattle and West Seattle or Vashon Island,13,1,1.0
34993,who played caroline in little house on the prairie,Karen Trust Grassle,11,0,0.0
34994,who sings that's how strong my love is,Otis Redding,7,1,1.0
34995,who sings that's how strong my love is,O.V. Wright,18,1,1.0
34996,who voiced count dooku in the clone wars,Corey Burton,4,1,1.0
34997,what level of hockey are the humboldt broncos,junior `` A '' ice hockey,3,1,1.0
34998,who sings i had the time of my life in dirty dancing,Jennifer Warnes,10,1,1.0
34999,who sings i had the time of my life in dirty dancing,Bill Medley,25,1,1.0
35000,who is the actor that plays anakin skywalker,Hayden Christensen,3,1,1.0
35001,what is the weather like in valencia spain,subtropical,4,0,0.0
35002,what is the weather like in valencia spain,warm - temperate,11,0,0.0
35003,when was the last time crater lake volcano erupted,"about 4,800 years ago",7,0,0.0
35004,where did i think therefore i am come from,René Descartes,7,0,0.0
35005,where does the last name ferrer come from,Catalan,17,1,1.0
35006,where does the last name ferrer come from,English,10,1,1.0
35007,when did the nec first introduce afci protection to the code,2014,19,0,0.0
35008,which is the largest solar plant in the world,"the 850 MW Longyangxia Dam Solar Park , in Gonghe County , Qinghai , China",9,0,0.0
35009,where in canada is the canadian open being played,"Glen Abbey Golf Club of Oakville , Ontario",5,1,1.0
35010,when did the london docklands go into decline,by the 1980s,8,1,1.0
35011,what is the meaning of nightwatchman in cricket,"a lower - order batsman who comes in to bat higher up the order than usual near the end of the day 's play . The nightwatchman 's job is to maintain most of the strike until the close of play ( remaining in overnight , hence the name ) and so protect other , more capable batsmen from being out cheaply in what may be a period of tiredness or in poor light at the end of the day , and then again the following morning when the batsmen have not yet ` got their eye in , ' or when the early - morning conditions may favour the bowlers",5,1,1.0
35012,who is the longest serving parliamentarian in canada's history,Wilfrid Laurier,12,0,0.0
35013,the right of way laws that all states use are based on what code,Traffic code ( also motor vehicle code ),15,0,0.0
35014,when will tour de france teams be announced,6 January 2018,8,0,0.0
35015,ancient harp like musical instrument in the zither family,Alpine zithers,3,1,1.0
35016,when was the last hurricane to hit bermuda,September 2017,16,1,1.0
35017,what was the name of the girl on seinfeld,Elaine,3,1,1.0
35018,when did the drinking age change to 19 in wisconsin,"July 1 , 1984",21,0,0.0
35019,who plays detective stabler's wife on law and order svu,Isabel Gillies,6,0,0.0
35020,what film beat citizen kane for best picture,John Ford 's How Green Was My Valley,5,0,0.0
35021,when does the us elect a new president,"Tuesday , November 3 , 2020",15,0,0.0
35022,when did north dakota and south dakota split,"November 2 , 1889",8,1,1.0
35023,who walked over niagara falls on a tightrope,Nikolas `` Nik '' Wallenda,18,0,0.0
35024,which part of the atmosphere does weather occur,the troposphere,11,1,1.0
35025,leonardo is know for his techniques of shading called,sfumato,9,1,1.0
35026,name of heroine in shaadi mein zaroor aana,Aarti Shukla,4,1,1.0
35027,who plays riley in buffy the vampire slayer,Marcus Paul `` Marc '' Blucas,8,0,0.0
35028,who funds the frontier centre for public policy,events ( 1 % ),4,1,1.0
35029,who funds the frontier centre for public policy,charitable foundations ( 63 % ),7,1,1.0
35030,who funds the frontier centre for public policy,businesses ( 18 % ),4,1,1.0
35031,who funds the frontier centre for public policy,individuals ( 18 % ),9,1,1.0
35032,who stated that there is an exchange of materials when two objects come into contact with each other,Dr. Edmond Locard,17,0,0.0
35033,who did the singing in i ll cry tomorrow,Susan Hayward,7,1,1.0
35034,when did the state of the union address start,1913,5,0,0.0
35035,when was harry potter and the order of the phoenix published,21 June 2003,4,1,1.0
35036,what airport is near west palm beach florida,Palm Beach International Airport,4,1,1.0
35037,who was on the cover of madden 17,New England Patriots tight end Rob Gronkowski,5,1,1.0
35038,who played penny's real mother on good times,Laverne `` Chip '' Fields,9,0,0.0
35039,who wears the green jersey tour de france,the leader in the points competition,10,0,0.0
35040,the total value of a nation's exports compared to its imports,NX,4,0,0.0
35041,the total value of a nation's exports compared to its imports,balance of trade,5,0,0.0
35042,the total value of a nation's exports compared to its imports,commercial balance,11,0,0.0
35043,the total value of a nation's exports compared to its imports,net exports,25,0,0.0
35044,when do college students go back to school after summer,after Labor Day in early September,17,0,0.0
35045,what is the capacity of optus stadium perth,"over 60,000 people",11,1,1.0
35046,when did the currencies of the namibia first come in circulation,on 15 September 1993,8,0,0.0
35047,who plays tina in the princess and the frog,Anika Noni Rose,5,1,1.0
35048,what is the winter solstice in the southern hemisphere,the June solstice,4,1,1.0
35049,how many medals has canada won in the 2018 olympics,29,6,1,1.0
35050,how many o'reilly auto parts stores are there,"5,100",8,1,1.0
35051,the european union is an example of what style of government,a sui generis supranational union of democratic states,13,0,0.0
35052,when did sao tome and principe gain independence,"July 12 , 1975",5,0,0.0
35053,when did the surface pro 2 come out,"October 22 , 2013",24,1,1.0
35054,when was the movie munsters go home made,1966,6,1,1.0
35055,when does the men's nit basketball tournament start,"March 13 , 2018",7,0,0.0
35056,who plays james potter in the harry potter movies,Adrian Justin Rawlins,6,0,0.0
35057,who led the nfl in rushing yards last year,Ezekiel Elliott,9,0,0.0
35058,what is modern portfolio theory (mpt),a mathematical framework for assembling a portfolio of assets such that the expected return is maximized for a given level of risk,12,1,1.0
35059,when was krakauer considered a success as a writer,November 1983,9,1,1.0
35060,who sings i wont leave a light on,Scottish singer - songwriter Tom Walker,14,0,0.0
35061,when will the next general election be held in the uk,5 May 2022,4,1,1.0
35062,what are the four stages of human development,neurula,9,0,0.0
35063,what are the four stages of human development,morula,12,0,0.0
35064,what are the four stages of human development,bastula,7,0,0.0
35065,what are the four stages of human development,gastrula,5,0,0.0
35066,who was the economics professor who brought the keynesian ideas across the atlantic to the us,John Maynard Keynes,11,1,1.0
35067,who did the original through the key hole,Lloyd Grossman,9,0,0.0
35068,who did the original through the key hole,David Frost,13,0,0.0
35069,what is the highest point in chester county pa,"1020 Welsh Mt. , Honeybrook Twp",6,1,1.0
35070,when did canada give alaska to the usa,1903,16,0,0.0
35071,where are androgen receptors located in the body,on the X chromosome at Xq11 - 12,13,1,1.0
35072,when was the volcano built at kings dominion,1998,4,1,1.0
35073,where are the world's largest tides found,"Burntcoat Head , Nova Scotia",12,0,0.0
35074,when does batman gotham by gaslight come out,"January 12 , 2018",13,1,1.0
35075,the xor process is used in which cipher,additive,8,1,1.0
35076,what is the stitch ride at disney world,`` theater - in - the - round '' experience starring the title alien from Walt Disney Animation Studios ' 2002 film Lilo & Stitch,13,0,0.0
35077,when do the initial stages of brain formation begin,Late in the fourth week,15,0,0.0
35078,who played dr loveless in wild wild west movie,Michael Dunn,6,0,0.0
35079,who sings with patrick swayze on she's like the wind,Wendy Fraser,5,0,0.0
35080,who is the first female engineer in india,Ruchi Sanghvi,11,0,0.0
35081,who played the witch in hr puff n stuff,Billie Hayes,6,0,0.0
35082,when did the first episode of phineas and ferb come out,"August 17 , 2007",22,1,1.0
35083,where does the last name franco come from,"a common surname ( also as a first name ) in Italian , in Portuguese and in Spanish which derives from the word `` Frank '' ( itself a diminutive of the name Francis ) , in reference to the Germanic tribe of the Franks , who invaded Gaul during the Migration Period",23,1,1.0
35084,when were state pensions introduced in the uk,early 1990s,12,1,1.0
35085,who played andy travis on wkrp in cincinnati,Gary Sandy,7,1,1.0
35086,how long is the grand haven musical fountain,25 to 30 minutes,7,1,1.0
35087,what is the function of the trp operon,codes for the components for production of tryptophan,2,1,1.0
35088,when did live like you were dying come out,2004,8,1,1.0
35089,which network monitoring tool saves captured network frames in pcap files,WinPcap,23,1,1.0
35090,which network monitoring tool saves captured network frames in pcap files,libpcap,14,1,1.0
35091,when does a kitten open it's eyes,after seven to ten days,26,1,1.0
35092,who sang ain't no stoppin us now,McFadden & Whitehead,3,1,1.0
35093,when did the packers play at camp randall,1999,6,1,1.0
35094,which bonds are created during the formation of a fat,ester bonds,4,0,0.0
35095,he use of existing information in books articles and electronic databases is known as,digital collection,9,0,0.0
35096,he use of existing information in books articles and electronic databases is known as,digital library,21,0,0.0
35097,what is the medical term for pee hole,urinary meatus,5,0,0.0
35098,the seat of the archbishop and the head of the english church was at,Canterbury,4,1,1.0
35099,who is known as the human computer of india,Shakuntala Devi,7,0,0.0
35100,where was the grand tour season 2 filmed,near Clarkson 's home in the Cotswolds,8,1,1.0
35101,when did you stop beating your wife is an example of which logical fallacy,informal fallacy,13,1,1.0
35102,who sings the song i'm on my way,Dean Parrish,7,0,0.0
35103,crossword clue 19th century novelist who created barsetshire,Anthony Trollope,7,0,0.0
35104,which real life incident of 90s form a backdrop of the film jagga jasoos,high profile case of Purulia Arms Drop,14,1,1.0
35105,what is connected to the intestine by bile ducts,gallbladder,25,1,1.0
35106,how many games are there in the wnba finals,five,7,1,1.0
35107,who claimed to have discovered an iron law of oligarchy,Robert Michels,16,1,1.0
35108,who established brotherhood between the muhajireen and ansar,Muhammad,3,1,1.0
35109,for a patient who is short of breath and is experiencing cardiac problems a helpful position may be,tripod position,8,0,0.0
35110,where are the semilunar valves located in the heart,at the base of the aorta and the pulmonary trunk,4,1,1.0
35111,from which language has the word cheetah originated,Sanskrit,7,1,1.0
35112,in the otolith organs the otoliths are calcium carbonate particles that ____,to perceive linear acceleration,2,1,1.0
35113,how many times india won cricket world cup u19,four,10,1,1.0
35114,when do i need a tv licence ireland,"to fund Raidió Teilifís Éireann ( RTÉ ) , the state broadcaster",14,0,0.0
35115,which professional sports team would you not see play a home game in madison square garden,Brooklyn Nets NBA,13,0,0.0
35116,who is wayman that toby keith sings about,basketball player and jazz musician Wayman Tisdale,12,0,0.0
35117,who won the ncaa basketball championship in 2017 mens,North Carolina,8,1,1.0
35118,what is it called when you think you have bugs on you,"Delusional parasitosis , also known as delusional infestation or Ekbom 's syndrome",13,0,0.0
35119,what is the hight of a post of kho-kho,120 cm,9,1,1.0
35120,when did meadowlark lemon play for the globetrotters,1955,5,1,1.0
35121,who was the actress in singing in the rain,Mary Frances `` Debbie '' Reynolds,5,0,0.0
35122,who has the most world cup wins list,Brazil,10,0,0.0
35123,in which country is the resort of grindelwald,Switzerland,3,1,1.0
35124,what does offshore outsourcing or contracting out mean,hiring an external organization to perform some business functions ( `` Outsourcing '' ) in a country other than the one where the products or services are actually developed or manufactured ( `` Offshore '' ),9,1,1.0
35125,who was mvp of all star game mlb,Alex Bregman of the Houston Astros,9,1,1.0
35126,where are the salt flats located in bolivia,Daniel Campos Province in Potosí in southwest Bolivia,17,0,0.0
35127,when is mamma mia going to be released,"July 20 , 2018",4,0,0.0
35128,who did okc play in the nba finals,Miami Heat,8,0,0.0
35129,what type of insurance is anthem blue cross,health care insurance,8,1,1.0
35130,guy who was in a coma for 12 years,Martin Pistorius,7,0,0.0
35131,when did the weather channel start naming winter storms,November 2012,7,1,1.0
35132,the meaning of la hawla wala quwwata illa billah,There is no might nor power except in Allah,8,1,1.0
35133,special drawing rights is in the form of,supplementary foreign - exchange reserve assets defined and maintained by the International Monetary Fund ( IMF ),2,1,1.0
35134,british architect physicist chemist and inventor who built the first gregorian telescope,Robert Hooke,7,1,1.0
35135,who has the authority to suspend the fundamental rights of citizens under circumstances of emergency,the President of India,13,0,0.0
35136,when was the merriam webster dictionary published online,1996,10,1,1.0
35137,where did the last name whitaker come from,"a surname of English and Scottish origin , meaning the white acre",9,0,0.0
35138,when does the new charmed air on cw,"October 14 , 2018",9,0,0.0
35139,who did the reds trade for ken griffey jr,Nick Masset and infielder Danny Richar,6,1,1.0
35140,who did deion sanders play for in the nfl,Baltimore Ravens,8,1,1.0
35141,who did deion sanders play for in the nfl,Atlanta Falcons,10,1,1.0
35142,who did deion sanders play for in the nfl,San Francisco 49ers,19,1,1.0
35143,who did deion sanders play for in the nfl,Dallas Cowboys,4,1,1.0
35144,who did deion sanders play for in the nfl,Washington Redskins,4,1,1.0
35145,who is the captain of new zealand cricket team 2015,Kane Williamson,14,1,1.0
35146,when was the last episode of pretty little liars aired,"June 27 , 2017",6,1,1.0
35147,what group is australia in for the world cup,Group C,7,0,0.0
35148,how did eel pie island get its name,from the eel pies which were served by the hotel on the island in the 19th century,13,1,1.0
35149,who is responsible for protecting citizens from internal threats,interior ministry,10,0,0.0
35150,who won the mayor race in minneapolis minnesota,Jacob Frey,5,1,1.0
35151,who played the robot in the day the earth stood still 1951,Gort,20,1,1.0
35152,when were the elections to the constituent assembly held in india,1946,8,1,1.0
35153,which modern language family was displaced by the migration of bantu speakers,proto - Khoisan,10,1,1.0
35154,who plays tammy 2 on parks and rec,Megan Mullally,5,1,1.0
35155,where is the pacific rim national park located,British Columbia,4,1,1.0
35156,what is the meaning of primus inter pares,first among equals,7,1,1.0
35157,who built the famous dilwara temple at mount abu in rajasthan in the 13th century,Vimal Shah,9,1,1.0
35158,who is the person who commits a crime,perpetrator,5,1,1.0
35159,list the duties of the satraps of the persian government,put down brigands and rebels,6,1,1.0
35160,list the duties of the satraps of the persian government,in charge of the land that he owned as an administrator,10,1,1.0
35161,list the duties of the satraps of the persian government,collected the taxes,3,1,1.0
35162,list the duties of the satraps of the persian government,controlled the local officials and the subject tribes and cities,7,1,1.0
35163,list the duties of the satraps of the persian government,the supreme judge of the province before whose `` chair '' ( Nehemiah 3 : 7 ) every civil and criminal case could be brought,13,1,1.0
35164,list the duties of the satraps of the persian government,responsible for the safety of the roads ( cf . Xenophon ),10,1,1.0
35165,increase in traffic volume due to increase in transport vehicles is known as,Traffic congestion,6,1,1.0
35166,how many episodes of rick and morty will there be,10 episodes,5,0,0.0
35167,what is the name of the director general of ghana prisons service,Patrick Darko Missah,6,1,1.0
35168,what is the meaning of samira in islam,she who is of pleasant company,11,0,0.0
35169,what is currently happening in the rio grande rift zone,nearly tectonically quiescent,4,1,1.0
35170,who are the judges on x factor uk 2015,Nick Grimshaw,5,1,1.0
35171,who are the judges on x factor uk 2015,Simon Cowell,4,1,1.0
35172,who are the judges on x factor uk 2015,Cheryl Fernandez - Versini,4,0,0.0
35173,who are the judges on x factor uk 2015,Rita Ora,14,1,1.0
35174,who plays wilma in flintstones viva rock vegas,Kristen Johnston,4,1,1.0
35175,whats the logo at the end of the infinity war,Captain Marvel Logo,3,0,0.0
35176,when does metal gear solid 1 take place,2005,6,1,1.0
35177,when did mariah carey's christmas album come out,"November 1 , 1994",20,1,1.0
35178,who outlined the progressive reforms and called his policies the square deal,Theodore Roosevelt,12,1,1.0
35179,originally called yerba buena this city is famous for its cable cars,"San Francisco , California",15,1,1.0
35180,what to do in a red weather warning,avoid dangerous areas and follow the advice of the emergency services and local authorities,4,0,0.0
