,question,answer,query_duration,answer_present,average_precision
6005,who advocated for a separate juvenile court in chicago,Lucy Flower,8,0,0.0
6006,who was the girl in the way you make me feel video,Stephanie `` Tatiana '' Yvonne Thumbtzen,8,0,0.0
6007,where is the new series mystery road filmed,"Miriuwung , Gajerrong and Balanggarra Aboriginal land , in The Kimberley",13,1,1.0
6008,who played the youngest son on home improvement,Taran Noah Smith,13,1,1.0
6009,when did the samsung galaxy alpha come out,September 2014,6,1,1.0
6010,where is ocean park in hong kong located,in Wong Chuk Hang and Nam Long Shan in the Southern District,6,1,1.0
6011,when was i being born a woman and distressed written,1923,5,1,1.0
6012,who plays mike myers in rob zombie's halloween,Tyler Mane,14,1,1.0
6013,who founded servants of india society in 1905,"June 12 , 1905",5,1,1.0
6014,how did the dawes plan benefit the united states,America would provide loans to the Germans,14,1,1.0
6015,where is the army base in alaska located,"Dutch Harbor , on Amaknak Island of the Aleutian Islands",5,0,0.0
6016,which african american leader was invited as a dinner guest to the white house in 1901,Booker T. Washington,17,1,1.0
6017,where was i have a dream speech delivered,"Lincoln Memorial in Washington , D.C.",12,1,1.0
6018,major westward moves in sports franchises began in earnest in the major sports in,1960s,4,1,1.0
6019,where was the movie hold the dark filmed,"areas surrounding Calgary and Kananaskis Country , Alberta",8,1,1.0
6020,when was the united farm workers union formed,1962,9,1,1.0
6021,who was the us president when ww2 ended,Harry S. Truman,11,0,0.0
6022,who knew to get out of chakravyuh in mahabharat,Abhimanyu,7,0,0.0
6023,the pilot that landed in the hudson river,Chesley Burnett `` Sully '' Sullenberger III,17,0,0.0
6024,all in all azhagu raja movie actress name,Kajal Aggarwal,7,1,1.0
6025,what does brahmaputra form after its meeting with the ganga,Padma River,18,1,1.0
6026,what is the full name of jcb machine,J.C. Bamford Excavators Limited,6,1,1.0
6027,where does pokemon x and y take place,Kalos Region,4,1,1.0
6028,who is the 1976 movie sparkle based on,"the magic of a special period in American history , but it explores the impact of Harlem 's musical and social culture on the rest of the world , '' as well as the linkages to black power",4,1,1.0
6029,america got talent opera singer 10 years old,Jacqueline Marie `` Jackie '' Evancho,13,0,0.0
6030,who played the original alfalfa in the little rascals,Carl Dean Switzer,4,0,0.0
6031,where are the auditory receptors known as hair cells,in the ears of all vertebrates,5,1,1.0
6032,true story behind the movie the girl next door,The film is loosely based on true events surrounding the torture and murder of Sylvia Likens by Gertrude Baniszewski during the summer of 1965 .,17,1,1.0
6033,fall out boy music video with kim kardashian,Thnks fr th Mmrs,11,0,0.0
6034,in which case did the supreme court reinstate the death penalty,Gregg v. Georgia,7,0,0.0
6035,where is the density of an atom concentrated,nucleus,4,1,1.0
6036,where is the us is the only memorial honoring an insect found,"Enterprise , Alabama",7,0,0.0
6037,who was the first indian woman to be crowned miss universe,Sushmita Sen,11,1,1.0
6038,who makes more money star wars or star trek,Star Wars,11,1,1.0
6039,when moon completely covers sun what's it called,solar eclipse,5,0,0.0
6040,where was the world cup played in 2014,in Brazil,5,1,1.0
6041,who is doing super bowl halftime show 2018,Justin Timberlake,19,1,1.0
6042,who sings burgers & fries & cherry pies,Charley Pride,24,1,1.0
6043,who was the book of colossians written to,"the Church in Colossae , a small Phrygian city near Laodicea",3,1,1.0
6044,who was the book of colossians written to,the Church in Colossae,3,1,1.0
6045,who plays lexie grey on grey's anatomy,Chyler Leigh West,6,0,0.0
6046,the part of a telescope that gathers the light from a distant object,the objective ( 1 ) ( the convex lens or concave mirror used to gather the incoming light ),6,1,1.0
6047,besides english what is the most commonly spoken language in australia,Mandarin,18,1,1.0
6048,what is generally considered to be the first step in a process improvement project,plan,14,0,0.0
6049,what type of aircraft is excluded from coverage under the chicago convention,"Aircraft flying to , from or across , the territory of a state",16,1,1.0
6050,what is the purpose of the forward of a book,tells of some interaction between the writer of the foreword and the book 's primary author or the story the book tells,12,0,0.0
6051,when was the social model of disability created,1960s,10,1,1.0
6052,where was india's indigenously built anti tank missile nag test fired in july 2015,"at Chandhan firing range in Jaisalmer , Rajasthan",11,1,1.0
6053,who sings my woman my woman my wife,Marty Robbins,9,1,1.0
6054,who is freddy in nightmare on elm street,a dream - demon who attacks his victims from within their dreams,12,0,0.0
6055,when was the last time chile was in the world cup,2014,8,1,1.0
6056,what does red flag with blue cross mean,The flag of Norway,9,0,0.0
6057,who is the richest man in new zealand,Graeme Richard Hart,9,0,0.0
6058,what were the twins names on hee haw,"Jim ( August 30 , 1941 -- May 1 , 2008 ) and Jon Hager ( August 30 , 1941 -- January 9 , 2009 )",5,0,0.0
6059,when was the department of veterans affairs created,1989,5,1,1.0
6060,when was the department of veterans affairs created,1930,12,1,1.0
6061,when was linkin parks one more light released,"October 3 , 2017",5,0,0.0
6062,where are the los angeles chargers playing home games,SDCCU Stadium,15,1,1.0
6063,who played tristram in all creatures great and small,Peter Davison,9,0,0.0
6064,who is considered a beneficial owner of an account,specific property rights ( `` use and title '' ) in equity belong to a person even though legal title of the property belongs to another person,3,1,1.0
6065,where is irving plaza in new york city,within the Union Square neighborhood of Manhattan,6,1,1.0
6066,when did the romans destroy the temple in jerusalem,"August 30 , 70 CE",3,0,0.0
6067,who was the first king of all of england,"Alfred the Great , King of Wessex",12,0,0.0
6068,who plays violet in saved by the bell,Tori Spelling,7,1,1.0
6069,who performed the character of limping jim crow and popularized the dance called jump jim crow,white minstrel performer Thomas Dartmouth ( T.D. ) `` Daddy '' Rice,11,1,1.0
6070,what can change the binding properties of a protein,molecular structure,6,0,0.0
6071,what can change the binding properties of a protein,charge,11,0,0.0
6072,what can change the binding properties of a protein,hydrophobicity,6,0,0.0
6073,when did the atlanta thrashers became the winnipeg jets,May 2011,16,1,1.0
6074,who has won the most money on the show jeopardy,Brad Rutter,18,1,1.0
6075,what does acd mean in a call center,automatic call distributor,6,1,1.0
6076,who has been to the top of everest the most,Kami Rita Sherpa,6,1,1.0
6077,no man's land between greece and turkey,United Nations Buffer Zone in Cyprus,11,0,0.0
6078,where did the saying quitting cold turkey come from,"the piloerection or `` goose bumps '' that occurs with abrupt withdrawal from opioids , which resembles the skin of a plucked refrigerated turkey",6,1,1.0
6079,where is the great escarpment located in brazil,much of the eastern coast of Brazil south of the city of Salvador,6,1,1.0
6080,who made it to the superbowl for 2018,New England Patriots,4,0,0.0
6081,who made it to the superbowl for 2018,Philadelphia Eagles,12,0,0.0
6082,who developed the analytical engine which had features of present day computers,Charles Babbage,10,1,1.0
6083,the journey from egypt to the promised land is called,the Exodus,21,1,1.0
6084,who is the little girl that dances for sia,Maddie Ziegler,3,1,1.0
6085,government ownership of property and resources in the united states is,concentrated in Alaska and the Western United States,10,0,0.0
6086,when did the civil war in colombia start,the mid-1960s,14,0,0.0
6087,how many senators are there in the philippines,24,3,1,1.0
6088,what is the use of power bank charger,supply power from its built - in batteries through a USB port,4,1,1.0
6089,where was the movie true grit filmed with john wayne,"Ouray County , Colorado",10,1,1.0
6090,the record highest number of satellites launched by isro in a single flight is,Cartosat - 2 series satellite,8,0,0.0
6091,who is the speaker of the house nz,"Trevor Mallard ,",2,1,1.0
6092,who plays yoga instructor in orange is the new black,Constance Shulman,4,0,0.0
6093,who is the female voice in gimme shelter,Merry Clayton,9,1,1.0
6094,how many new zealand athletes in winter olympics,21,8,1,1.0
6095,who won great british bake off season one,Edd Kimber,8,1,1.0
6096,who is the owner of holland america line,Carnival Corporation & plc .,5,1,1.0
6097,who is the actress that does the trivago advert,Gabrielle Miller,4,1,1.0
6098,when was the first book published in the world,618 -- 907,4,0,0.0
6099,the vomeronasal organ (vno) is a set of receptors located,close to the vomer and nasal bones,3,1,1.0
6100,who developed an apparatus to breathe compressed air underwater,Sieur Fréminet,13,0,0.0
6101,who has the most 4 point plays in nba history,Jamal Crawford,20,1,1.0
6102,what is the plain of jars in laos,megalithic archaeological landscape,2,1,1.0
6103,who sang the original greatest love of all,George Benson,7,1,1.0
6104,the governor general who annexed sindh in british india,"General Sir Charles James Napier , GCB",12,0,0.0
6105,when was the first curry house opened in britain,1810,13,1,1.0
6106,when did hand held hair dryers come out,1920,13,1,1.0
6107,when did they stop making silver kennedy half dollars,1971,5,1,1.0
6108,who has final authority over the federal budget,Office of Management and Budget,8,1,1.0
6109,what city was the seat of the french monarchy,Paris,5,1,1.0
6110,what was the last year hummer h2 was made,2009,8,1,1.0
6111,what is the purpose of crystal violet used in the gram stain procedure,to make bacteria more visible in stained sections of lung tissue,4,1,1.0
6112,who won dancing with the stars atheletes 2018,Jenna Johnson,5,0,0.0
6113,who won dancing with the stars atheletes 2018,Adam Rippon,7,0,0.0
6114,who did jordi vilasuso play on guiding light,Tony Santos,6,1,1.0
6115,where was the cold harbor battle fought at,"near Mechanicsville , Virginia",7,1,1.0
6116,who plays howard's mom's voice on big bang,Carol Ann Susi,8,0,0.0
6117,who was the book of daniel written to,the Jews of the 2nd century BC,11,1,1.0
6118,where is irish spoken as a first language,Ireland,9,1,1.0
6119,when did the great wall of china begin construction,Spring and Autumn ( 771 -- 476 BC ),14,0,0.0
6120,who wrote ive got friends in low places,Dewayne Blackwell and Earl Bud Lee,5,1,1.0
6121,what type of microsoft server serves as an email server,Microsoft Exchange Server,8,1,1.0
6122,what is the fastest train in the us,The Acela Express,10,0,0.0
6123,the biggest centre of iron and steel industry in china is,Anshan in Liaoning,13,1,1.0
6124,when was the voting rights act of 1965 signed,"August 6 , 1965",8,1,1.0
6125,when is brooklyn 99 season 5 coming out,"September 26 , 2017",6,1,1.0
6126,when was the lion and the mouse written,2009,3,1,1.0
6127,what is the meaning of student academic performance,"the extent to which a student , teacher or institution has achieved their short or long - term educational goals",5,0,0.0
6128,what is the meaning of hakuna matata in english,`` no trouble '',6,1,1.0
6129,who had control of the senate in 2008,Democrats,12,1,1.0
6130,who invented the quad jump in figure skating,Kurt Browning,3,1,1.0
6131,who sang this time i'm in it for love,the American rock band Player,20,0,0.0
6132,what is the statue on the capitol building in washington dc,Statue of Freedom,7,1,1.0
6133,the essure system of female sterilization works by,a coil designed to induce fibrosis and block the fallopian tubes is placed into each fallopian tube to prevent fertilization,8,1,1.0
6134,why is the rose parade on january 2,"held in Pasadena , California each year on New Year 's Day ( or on Monday , January 2 if New Year 's Day falls on a Sunday )",6,1,1.0
6135,what was the primary way that the no child left behind act (nclb) evaluated student performance,yearly standardized tests,7,1,1.0
6136,how many gates does miami international airport have,131,8,1,1.0
6137,where was wizards of waverly place tv show filmed,New York City,4,1,1.0
6138,where was wizards of waverly place tv show filmed,Puerto Rico in the caribe Hilton hotel,9,1,1.0
6139,where was wizards of waverly place tv show filmed,Puerto Rico,8,1,1.0
6140,what's michael jordan's most points in a game,69,12,0,0.0
6141,when will keeping up with the kardashians season 14 air,"October 1 , 2017",10,0,0.0
6142,who invented potato chips and when was it invented,1817,5,1,1.0
6143,who invented potato chips and when was it invented,William Kitchiner,5,1,1.0
6144,how many movies of the hunger games will there be,four,5,0,0.0
6145,what do you use a cleaver knife for,crushing in food preparation,7,1,1.0
6146,what do you use a cleaver knife for,hacking through bone,10,1,1.0
6147,what is the age limit for youth service in nigeria,thirty,6,1,1.0
6148,who won the rugby between sa and england,England,10,1,1.0
6149,where does blood go to from the renal vein,the inferior vena cava,6,1,1.0
6150,what type of cheese is used for queso,unaged white cheese,10,0,0.0
6151,who did vanessa end up with in gossip girl,Rufus Humphrey,18,1,1.0
6152,which is the first tennis club to be established,the Leamington Tennis Club,5,1,1.0
6153,when did m and s stop using st michael,2000,12,0,0.0
6154,who wrote the biography parallel lives of illustrious,Plutarch,5,1,1.0
6155,where was the movie beast of no nation acted,Ghana,7,1,1.0
6156,who plays lemon's mom in hart of dixie,Meredith Monroe,18,1,1.0
6157,most of the destruction in san francisco following the earthquake of 1906 happened due to,fires,17,1,1.0
6158,what is the name of the oldest business in rockhampton,Criterion Hotel,5,1,1.0
6159,the written plan of government for the united states is called the,The United States Constitution,20,1,1.0
6160,who is the only bowler who take hattrick in both innings of test match,Jimmy Matthews,10,0,0.0
6161,when was new zealand part of the british empire,1840,14,1,1.0
6162,who plays miss hardbroom in the worst witch,Raquel Cassidy,6,1,1.0
6163,who plays miss hardbroom in the worst witch,Diana Rigg,7,1,1.0
6164,who plays miss hardbroom in the worst witch,Kate Duchêne,5,1,1.0
6165,who plays miss hardbroom in the worst witch,Caroline O'Neill,6,1,1.0
6166,a result of bismarck's austro prussian war was,Italian annexation of the Austrian province of Venetia,10,1,1.0
6167,a result of bismarck's austro prussian war was,shift in power among the German states away from Austrian and towards Prussian hegemony,4,1,1.0
6168,a result of bismarck's austro prussian war was,impetus towards the unification of all of the northern German states,4,1,1.0
6169,a result of bismarck's austro prussian war was,abolition of the German Confederation,3,1,1.0
6170,a result of bismarck's austro prussian war was,replacement by a North German Confederation that excluded Austria and the other South German states,3,1,1.0
6171,the growth of suburbs and urban sprawl were primarily facilitated by,"improved rail and road transport , which led to an increase in commuting",6,0,0.0
6172,who wrote the poetry on which carmina burana is based,students and clergy,15,1,1.0
6173,who controlled the house of representatives in 2002,the Republican Party,6,1,1.0
6174,when did the movie jesus christ superstar come out,1973,5,1,1.0
6175,what is the significance of the barbershop pole,The red and white pole outside barber shops references a time when barbers were expected to perform bloodletting and other medical procedures to heal the sick,3,1,1.0
6176,where is the gum wall in seattle washington,Post Alley,13,1,1.0
6177,where did beast of no nation take place,unnamed West African country,9,1,1.0
6178,what does it mean if the wronskian is zero,the functions are linearly dependent,10,1,1.0
6179,what building is on the cover of hotel california,The Beverly Hills Hotel,4,1,1.0
6180,when was the grand army of the republic formed,"April 6 , 1866",3,1,1.0
6181,when does sigma come out marvel vs capcom,"October 17 , 2017",7,1,1.0
6182,when were the stocks last used in england,1872,8,1,1.0
6183,when is 200 rupees note introduced in india,25 August 2017,7,1,1.0
6184,acm sigmobile mobile computing and communications review abbreviation,MC2R,8,1,1.0
6185,who plays 7 of 9 on star trek voyager,Jeri Lynn Ryan,6,0,0.0
6186,when did china take control of hong kong,1 July 1997,6,0,0.0
6187,when did the indian constitution come into being,1950,27,1,1.0
6188,how many votes did bts get for top social artist,"over 300,000,000",7,1,1.0
6189,what is canada's most popular spectator sport,Ice hockey,17,0,0.0
6190,what does joint tenancy mean in real estate,If more than one person leases the same property,12,0,0.0
6191,who is grace you don't own me,Grace Sewell,5,0,0.0
6192,who sings subeme la radio with enrique iglesias,Descemer Bueno,7,1,1.0
6193,who sings subeme la radio with enrique iglesias,Zion & Lennox,6,1,1.0
6194,when did the first curious george book come out,1939,10,1,1.0
6195,who plays big rhonda on that 70's show,Cynthia Ann LaMontagne,9,0,0.0
6196,who played galen in planet of the apes,( Wright King,16,0,0.0
6197,when did wagner ware go out of business,still manufactured today,5,1,1.0
6198,who sang the home and away theme song,Mark Williams,6,1,1.0
6199,who sang the home and away theme song,Karen Boddington,6,1,1.0
6200,how many states in india under bjp government,41,11,0,0.0
6201,how many binary numbers can be created by no more than 4 digits,16,8,1,1.0
6202,what year did flight 1549 land in the hudson,2009,14,1,1.0
6203,what happened to virginia city after comstock discovered silver ore in six mile canyon,bustling commercial centers,12,1,1.0
6204,tin bhiga lease by india to bangladesh was a part of,"Indira Gandhi - Sheikh Mujibur Rahman treaty of 16 May , 1974",9,0,0.0
6205,what is the normal clotting time for blood,8 to 15 minutes,5,1,1.0
6206,who was the crazy guy in police academy,Robert Francis `` Bobcat '' Goldthwait,5,0,0.0
6207,where does the last name flores originate from,in Asturias,11,0,0.0
6208,where does the last name flores originate from,In Spain,10,0,0.0
6209,st mary's church churchgate street old harlow,St Mary & St Hugh 's,4,1,1.0
6210,where is the us open being held at,"Shinnecock Hills Golf Club in Shinnecock Hills , New York",24,0,0.0
6211,who plays the little girl in war for the planet of the apes,Amiah Miller,10,1,1.0
6212,what is def leppard's new album called,And There Will be a Next Time ... Live from Detroit,12,1,1.0
6213,who sing the theme song to the jeffersons,Ja'net Dubois,4,1,1.0
6214,who sang the theme song to never say never again,Alan and Marilyn Bergman,6,1,1.0
6215,the boundary between germany and poland is called,Oder -- Neisse line,5,1,1.0
6216,what is the highest number of michelin stars a resturant can receive,three,13,1,1.0
6217,nba rules who can call a time out,the head coach,8,0,0.0
6218,nba rules who can call a time out,a player in the game,8,0,0.0
6219,flag flown on a ship to indicate the presence of a disease,yellow,6,0,0.0
6220,who wrote you can get it if you really want,Jimmy Cliff,6,1,1.0
6221,the story of sohrab and rustum is taken from,a famous episode from Ferdowsi 's Persian epic Shahnameh,4,1,1.0
6222,where does the sciatic nerve run in the human body,begins in the lower back and runs through the buttock and down the lower limb,9,1,1.0
6223,who competes in miss universe miss usa or miss america,Miss USA,11,1,1.0
6224,who plays clay's son on one tree hill,Gagnon,7,0,0.0
6225,where did they film all the pretty horses,in New Mexico and Texas,4,1,1.0
6226,who is the president of the university of virginia,Teresa Ann `` Terry '' Sullivan,7,0,0.0
6227,who played chin ho kelly on hawaii five-o,Daniel Dae Hyun Kim,5,0,0.0
6228,who played snow white in once upon a time,Jennifer Michelle `` Ginnifer '' Goodwin,21,0,0.0
6229,what is recognized as the dividing line between north korea and south korea,The Military Demarcation Line ( MDL ),8,0,0.0
6230,who has been appointed as the new president of germany,Frank - Walter Steinmeier,15,1,1.0
6231,who drove the mellow yellow car in nascar,Kyle Petty,16,0,0.0
6232,who played the doctor in stargate sg 1,Teryl Rothery,5,0,0.0
6233,when does dragon ball super new episodes come out,"January 7 , 2017",7,1,1.0
6234,who created the famous rock garden of chandigarh,Nek Chand,13,1,1.0
6235,who holds the world record for men's 400m hurdles,Kevin Young,4,1,1.0
6236,what is the meaning of cherubim in the bible,the unearthly beings who directly attend to God according to Abrahamic religions,3,0,0.0
6237,who plays stitch on the young and restless,Sean Carrigan,3,0,0.0
6238,who makes the rules about irradiation of food,United States Department of Agriculture ( USDA ),5,1,1.0
6239,who makes the rules about irradiation of food,FDA,14,1,1.0
6240,what is the first word of the gettysburg address,Four,7,1,1.0
6241,where was the cable car scene in moonraker filmed,Rio de Janeiro,6,1,1.0
6242,what is the first season of american horror story,American Horror Story : Murder House,5,0,0.0
6243,meaning of to bark up the wrong tree,"to mistake one 's object , or to pursue the wrong course to obtain it",15,1,1.0
6244,when did the american music awards come on,"usually held on the second Sunday of February ( with the exception of February 14 as that day is Valentine 's Day , whenever February 14 falls on a Sunday then the Grammys are held on February 15 as a result ) but is held on the last Sunday of January in years where the Winter Olympics take place",8,0,0.0
6245,where is the gizzard located on the chicken,in the digestive tract,11,1,1.0
6246,who sings your kiss is on my lips,Hall & Oates,5,0,0.0
6247,when did la marseillaise become the french national anthem,1795,6,1,1.0
6248,where did the writers of the us constitution find out about separation of powers,"Charles de Secondat , Baron de Montesquieu in The Spirit of the Laws",20,0,0.0
6249,how do you treat bacteria in the blood,antibiotics,10,1,1.0
6250,when was last time richmond played in a grand final,2017,14,0,0.0
6251,where does the spinal cord end in a newborn,"about the level of the third lumbar vertebra , or L3",4,0,0.0
6252,who played the bride of frankenstein in the original movie,Elsa Lanchester,6,1,1.0
6253,international day of the world's indigenous peoples 2016,9 August,5,1,1.0
6254,who built vishwanath temple varanasi in 16th century,Raja Todar Mal,7,0,0.0
6255,which piece of legislation was an early attempt at north american pollution control,the U.S. National Environmental Policy Act ( NEPA ),26,0,0.0
6256,when did the last airbender show come out,July 2008,8,0,0.0
6257,when did the sabbath day change to sunday,By the 4th century,4,0,0.0
6258,when was the last year pontiac was made,2010,17,1,1.0
6259,at the end of the korean war a ceasefire line was established near the,38th parallel,8,1,1.0
6260,what is the meaning of superior vena cava,"the superior of the two venae cavae , the great venous trunks that return deoxygenated blood from the systemic circulation to the right atrium of the heart",18,1,1.0
6261,what teams are in the carolina panthers division,Tampa Bay Buccaneers,6,1,1.0
6262,what teams are in the carolina panthers division,Atlanta Falcons,4,1,1.0
6263,what teams are in the carolina panthers division,New Orleans Saints,15,1,1.0
6264,where is the setting of the movie no escape,"Chiang Mai , Thailand",18,0,0.0
6265,where will the 2018 mlb all star game be held,Nationals Park,7,1,1.0
6266,where did hurricane andrew do the most damage,South Florida,10,1,1.0
6267,where are mast cells located in the body,blood,11,1,1.0
6268,how much did 300 make at the box office,grossing over $450 million,13,1,1.0
6269,what is the type of government in brazil,Federative Republic,4,1,1.0
6270,who plays donald trump on saturday night live,Alec Baldwin,15,1,1.0
6271,who plays donald trump on saturday night live,Phil Hartman,9,1,1.0
6272,who plays donald trump on saturday night live,Darrell Hammond,6,1,1.0
6273,who plays donald trump on saturday night live,Jason Sudeikis,7,1,1.0
6274,who plays donald trump on saturday night live,Taran Killam,7,1,1.0
6275,when does destiny 2 expansion 2 come out,May 2018,5,1,1.0
6276,where is the new era pinstripe bowl played,"Yankee Stadium in The Bronx , New York City",3,1,1.0
6277,sodium chloride is a chemical name of which substance,salt or halite,8,1,1.0
6278,the·l�guage used for standard zoological nomenclature is,International Code of Zoological Nomenclature ( ICZN ),12,1,1.0
6279,where does the imperial valley get almost all of its water,Colorado River,10,1,1.0
6280,who plays ciara in days of our lives,Vivian Jovanni,5,0,0.0
6281,what is the value of any number raised to the zero power,1,18,1,1.0
6282,who was the guy that played the predator,"Kevin Peter Hall ( May 9 , 1955 -- April 10 , 1991 ) was an American actor best known for his roles as the title character in the first two films in the Predator franchise and the title character of Harry in the film and television series , Harry and the Hendersons . He also appeared in the television series Misfits of Science and 227 along with the film , Without Warning .",6,0,0.0
6283,who was the guy that played the predator,Kevin Peter Hall,3,0,0.0
6284,where was the diary of anne frank filmed,at the actual building in Amsterdam,6,1,1.0
6285,where was the diary of anne frank filmed,on a sound stage duplicate of the factory in Los Angeles,3,1,1.0
6286,how many times have the dodgers met the yankees in the world series,11,11,1,1.0
6287,what do you call a fish with four eyes,Anableps,22,1,1.0
6288,who wrote lets give them something to talk about,Shirley Eikhard,8,0,0.0
6289,where did the band name toto come from,"to distinguish their own demo tapes from other bands ' in the studio , Jeff Porcaro wrote the word `` Toto '' on them",7,1,1.0
6290,the schlieffen plan was intended to bring about the quick defeat of,the French Third Republic,6,1,1.0
6291,what is the name of the tree in hell,Zaqqum,11,0,0.0
6292,who is considered the founder of gothic architecture with his renovation of st. denis,the Abbot Suger,10,1,1.0
6293,who pays for the cases on judge judy,by the producers of the show from a fund reserved for the purpose,4,1,1.0
6294,when do the salmon run in lake tahoe,late September through mid-October,4,1,1.0
6295,when did the song dream lover come out,"April 6 , 1959",7,1,1.0
6296,who sang the song i feel it coming,French electronic duo Daft Punk,8,1,1.0
6297,who sang the song i feel it coming,The Weeknd,16,1,1.0
6298,where did the kray twins live in london,the East End of London,7,1,1.0
6299,when did keeping up with the kardashian start,"October 14 , 2007",7,1,1.0
6300,when did the red panda first become endangered,2008,6,1,1.0
6301,where is the vertex angle of an isosceles triangle,The angle included by the legs,7,1,1.0
6302,what kind of bear is the california flag,The grizzly,4,1,1.0
6303,who did lucy jo hudson play in hollyoaks,Donna - Marie Quinn,10,1,1.0
6304,who is running for the conservative party in ontario,Doug Ford,6,1,1.0
6305,who holds the world record for the longest golf drive,Mike Austin,8,1,1.0
6306,when did it become common for photographs to be collected in major fine art museums,Victorian era,10,0,0.0
6307,the two major lineages that make up the living amniota are,sauropsids,13,1,1.0
6308,the two major lineages that make up the living amniota are,synapsids,6,1,1.0
6309,first british footballer to play 100 champions league matches,Daniel Andre Sturridge,7,0,0.0
6310,the atlantoaxial joint is an example of what type of joint,a pivot joint,9,1,1.0
6311,who did the allies signed a truce with in 1918,Germany,10,1,1.0
6312,what is the meaning of quarantine in antivirus,isolates infected files on a computer 's hard disk,9,1,1.0
6313,who does the voice of zoom on the flash,Tony Todd,11,0,0.0
6314,who sings i will be your hero baby,Spanish singer - songwriter Enrique Iglesias,15,0,0.0
6315,who invented the first vaccine for hepatitis b,Maurice Hilleman,8,1,1.0
6316,who played cassidy on law & order svu,Dean Winters,8,1,1.0
6317,who won the three-point contest in the nba all-star,Devin Booker of the Phoenix Suns,9,1,1.0
6318,what type of volcano is the stromboli volcano,active,13,1,1.0
6319,what does g stand for in super g skiing,giant,5,1,1.0
6320,when did water fluoridation begin in the uk,1964,14,1,1.0
6321,where was the filming location for the horse soldiers,"Natchitoches Parish , Louisiana , along the banks of Cane River Lake , and in and around Natchez , Mississippi",12,1,1.0
6322,where does the saying red herring come from,origin of the expression is unknown,6,1,1.0
6323,what is a web browser on a computer,"a software application for retrieving , presenting and traversing information resources on the World Wide Web",11,1,1.0
6324,when did the owner of mcdonald's die,"January 14 , 1984",5,0,0.0
6325,who recorded the first important national garage-band hit louie louie,The Kingsmen,12,1,1.0
6326,what if there is a tie in mlb division,played between teams tied for a division championship or a league 's second wildcard berth . These games are to be played the day after the season is scheduled to end . Home - field advantage is determined using the rules listed below ( `` Breaking Ties Without Playoff Games '' ) .,4,0,0.0
6327,who played ashley on the fresh prince of bel-air,Tatyana Marisol Ali,11,0,0.0
6328,what do they use to film aerial america,the Cineflex V14HD gyro - stabilized camera system mounted under the `` chin '' of a helicopter,25,1,1.0
6329,who does the voice of wendy in peter pan,Kathryn Beaumont,4,0,0.0
6330,when was parks and rec season 7 filmed,"ended on December 12 , 2014",4,0,0.0
6331,when was parks and rec season 7 filmed,"began on August 11 , 2014",10,0,0.0
6332,what is a sally port in a prison,"a secure , controlled entryway to a fortification or prison",3,1,1.0
6333,who votes to make someone a presidential party nominee,delegates,8,1,1.0
6334,who did hercules love in the disney movie,Meg,7,1,1.0
6335,who are the las vegas 51s affiliated with,New York Mets,6,1,1.0
6336,the supervisor program in an operating system (os) is also known as the,the kernel,6,1,1.0
6337,twilight zone characters in search of an exit,episode 79,6,1,1.0
6338,when was the movie west side story made,1961,8,1,1.0
6339,first nobel gas in solar eclipse in india,helium,4,0,0.0
6340,who plays thor in the new thor movie,Christopher Hemsworth,4,0,0.0
6341,who were the artists who made the first cajun record,Cléoma Breaux,10,1,1.0
6342,who were the artists who made the first cajun record,Joe Falcon,26,1,1.0
6343,who was the movie good morning vietnam based on,Adrian Cronauer,6,1,1.0
6344,actress who played the bionic woman in the seventies,Lindsay Jean Wagner,4,0,0.0
6345,when did the uk stop sending criminals to australia,10 January 1868,17,0,0.0
6346,who wrote momma don't let your babies grow up to be cowboys lyrics,Patsy Bruce,9,1,1.0
6347,who wrote momma don't let your babies grow up to be cowboys lyrics,Ed Bruce,13,1,1.0
6348,first use of electronic voting machine in india,in 1982 in the by - election to North Paravur Assembly Constituency in Kerala,12,1,1.0
6349,who won rupaul drag race all stars 3,Trixie Mattel,12,1,1.0
6350,who sings how can this happen to me,Canadian rock band Simple Plan,6,0,0.0
6351,what caused the civil war in russia what were the effects read more,the Treaty of Brest - Litovsk,25,0,0.0
6352,who sings you're gonna miss me when i'm gone original,American country music duo Brooks & Dunn,10,1,1.0
6353,hills like white elephants what kind of operation are the characters discussing,abortion,8,1,1.0
6354,when does the new new jersey governor get sworn in,"January 16 , 2018",9,1,1.0
6355,what is the height of olympus mons on mars,"nearly 25 km ( 13.6 mi or 72,000 ft )",2,1,1.0
6356,what does the korean last name park mean,bottle gourd,14,0,0.0
6357,the void-for-vagueness doctrine is one of the protections provided by the requirement of,American constitutional law,6,1,1.0
6358,who won the all ireland gaelic football final 2017,Dublin,12,1,1.0
6359,who was the congress president when india became free,Jivatram Bhagwandas Kripalani,10,0,0.0
6360,what is the direction of the rotation of the earth,"eastward , in prograde motion",4,1,1.0
6361,what are the objective of the panchayatiraj system,"the preparation of economic development plans and social justice , as well as for implementation in relation to 29 subjects listed in the eleventh schedule of the constitution",13,0,0.0
6362,which scientist lost their life in consequence of their discovery,Marie Curie,12,0,0.0
6363,what's the name of the north pole,Terrestrial North Pole,11,1,1.0
6364,what's the name of the north pole,North Pole,4,1,1.0
6365,what's the name of the north pole,Geographic North Pole,3,1,1.0
6366,what is the meaning of the name leroy,`` the king '',3,1,1.0
