,question,answer,query_duration,answer_present,average_precision
5753,where is jack link's beef jerky made,"Minong , Wisconsin",9,1,1.0
5754,where is jack link's beef jerky made,"New Glarus , Wisconsin",12,1,1.0
5755,where is jack link's beef jerky made,"Alpena , South Dakota",7,1,1.0
5756,where is jack link's beef jerky made,"Mankato , Minnesota",8,1,1.0
5757,where is jack link's beef jerky made,"Laurens , Iowa",10,1,1.0
5758,who was the leader of the soviet union when sputnik was launched,Soviet premier Nikita Khrushchev,12,1,0.3611111111111111
5759,who scored the first points in nba history,Oscar Benjamin `` Ossie '' Schectman,12,0,0.0
5760,when was red bull released in the us,1997,8,1,0.7048611111111112
5761,what did paper clips represent during the holocaust,a silent protest against Nazi occupation,9,1,1.0
5762,who plays emma frost in x-men first class,January Jones,14,1,1.0
5763,what is the population of santa fe texas,"12,222",16,1,1.0
5764,who wrote the music to the lion king,Hans Zimmer,17,1,0.7321428571428571
5765,who played freddy krueger on nightmare on elm street,Robert Barton Englund,7,0,0.0
5766,who sang you're a mean one mr. grinch in the iconic 1966 animated tv show,Thurl Ravenscroft,38,1,0.7861904761904763
5767,addition of bismuth chloride to excess of water produces,"the intermediate monohydrate , BiCl. H O",15,1,1.0
5768,who plays dr. riggs on grey's anatomy,Martin Henderson,15,1,0.5972222222222222
5769,who gave britain the right to rule palestine,the League of Nations,11,1,0.9107142857142857
5770,nfl what does it mean to clear waivers,"becomes a free agent is free to negotiate and sign a contract with any NFL club , and any NFL club is free to negotiate and sign a contract with such player",11,1,1.0
5771,what is the function of a saggital crest in mammals,"primarily for attachment of the temporalis muscle , which is one of the main chewing muscles",7,1,1.0
5772,who thought atoms and the void comprised all of reality,Parmenides of Elea,11,1,0.2
5773,where was the bill of rights written and signed,"in Philadelphia , Pennsylvania",7,1,0.3333333333333333
5774,who's the oldest person living right now,Nabi Tajima,20,1,0.7
5775,where does the name bobby pin come from,to hold the new bobbed hairstyles,10,1,1.0
5776,who sang this old house in the 1950s,Rosemary Clooney,8,1,0.3686868686868686
5777,how many times the word ilm come in the holy quran,704,10,1,0.3333333333333333
5778,tv show where cop goes back in time,Life on Mars,19,0,0.0
5779,the cultural blending of greek and roman culture came to be called,Greco - Roman culture,10,0,0.0
5780,where does the urethra exit from the female body,urinary meatus above the vaginal opening,10,1,1.0
5781,what type of bonds are found in a molecule of octane,hydrocarbon,14,1,0.5166666666666666
5782,who sings you are the magnet and i am the steel,Walter Egan,33,1,1.0
5783,who played nala in the lion king movie,Sally Dworsky,10,1,0.75
5784,who played nala in the lion king movie,Moira Kelly,20,1,0.8303571428571428
5785,who played nala in the lion king movie,Niketa Calame,20,1,0.75
5786,who played nala in the lion king movie,Laura Williams,20,1,0.75
5787,when is a control system said to be robust,if it also works well under a different set of assumptions,17,1,1.0
5788,who are the actresses that played in thelma and louise,Susan Sarandon,8,1,0.6666666666666665
5789,who are the actresses that played in thelma and louise,Geena Davis,9,1,0.8333333333333333
5790,lowest female literacy rate state in india 2011,Rajasthan,19,1,0.8928571428571428
5791,where are lymph nodes concentrated in the body,near and within the trunk,12,1,1.0
5792,why did the united states support the french war effort in vietnam,the Cold War Mutual Defense Programme,16,0,0.0
5793,i love lucy episode where she has the baby,`` Lucy Goes to the Hospital '',16,1,0.625
5794,total number of states in india in 1947,564,11,1,0.1
5795,where is the bar in it's always sunny in philadelphia,South Philadelphia,7,1,0.5909090909090909
5796,who was the captain of the flying dutchman,Davy Jones,17,1,0.8480122655122655
5797,who has the highest h index in medicine,Solomon H. Snyder,13,1,1.0
5798,who played roo stewarts mum in home and away,Alison Mulvaney,16,1,0.75
5799,what is the gravitational acceleration on the moon,"1.625 m / s , about 16.6 % that on Earth 's surface or 0.16 ɡ",11,1,0.5
5800,when does an insured qualify for stop-loss coverage,after a certain threshold has been exceeded in claims,12,1,1.0
5801,when did new super mario bros come out,May 2006,10,1,1.0
5802,breathing is an example of what type of process,moving air into and out of the lungs to facilitate gas exchange with the internal environment,9,1,1.0
5803,who pays for chicago air and water show,corporate sponsorship,11,1,1.0
5804,who played the kidnapped girl in silence of the lambs,Brooke Smith,7,0,0.0
5805,who won man of the match in 1983 world cup final,Mohinder Amarnath,33,1,0.7575757575757575
5806,which wavelengths of radiation are likely to cause photokeratitis,"starting near the beginning of the UVB band at 315 nm , and rapidly increasing to 300 nm",18,1,0.25
5807,where is a starter (appetizer in the us) called an entrée,modern French table service and that of much of the English - speaking world ( apart from the United States and parts of Canada ),10,1,1.0
5808,when do new food wars episodes come out,"April 9 , 2018",33,1,0.25
5809,who the groom in i write sins not tragedies,Daniel Isaac McGuffey,11,1,1.0
5810,where is the water lily pond by claude monet located,his flower garden at his home in Giverny,6,1,1.0
5811,the most expensive roller coasters in the world,Expedition Everest -- Legend of the Forbidden Mountain,6,0,0.0
5812,who coined the term posdcorb to describe the functions of management,Luther Gulick,33,1,1.0
5813,why is denver called the mile high city,its official elevation is exactly one mile ( 5280 feet or 1609.3 meters ) above sea level,14,1,0.5
5814,when does hajimete no gal manga come out,"between July 12 , 2017 and September 13 , 2017",23,1,1.0
5815,what does aea stand for kappa kappa psi,Alpha Epsilon Alpha,18,1,1.0
5816,what is the role of antibodies in the immune system,neutralize pathogens such as pathogenic bacteria and viruses,8,1,0.3333333333333333
5817,when did the american civil rights movement end,1968,27,1,0.9111111111111111
5818,who is the founder of 5 hour energy,Manoj Bhargava,10,0,0.0
5819,where is super bowl 2019 going to be played,"at Mercedes - Benz Stadium in Atlanta , Georgia",19,1,0.5
5820,who does tyler christopher play on days of our lives,Stefan DiMera,19,1,1.0
5821,who did bon jovi open for in 1984,Kiss,9,1,1.0
5822,who did bon jovi open for in 1984,the Scorpions,9,0,0.0
5823,where is yokota air force base in japan,Fussa,21,1,1.0
5824,who dies at the end of gossip girl,Bart Bass,11,1,0.7196127946127945
5825,artist responsible for spreading the influence of the italian baroque style,Gian Lorenzo Bernini,10,1,1.0
5826,what is ralph angels real name on queen sugar,Nana - Kofi Siriboe,13,1,0.16666666666666666
5827,who is mr smith in sarah jane adventures,Alexander Armstrong,11,1,0.8666666666666667
5828,who does the voice of nanny plum in ben and holly,Sarah Ann Kennedy,8,1,1.0
5829,zaire is the former name of which african nation,the Democratic Republic of the Congo,9,1,0.5821428571428572
5830,which came first in star wars the book or the movie,Lucas 's original screenplay,25,1,0.3333333333333333
5831,what do they do with the notes in the western wall,collected twice a year and buried on the nearby Mount of Olives,17,1,1.0
5832,what is the 9th book of the series of unfortunate events,The Carnivorous Carnival,20,1,0.9166666666666666
5833,mexico is divided into 1 federal district and how many states brainly,31,19,1,0.7281114718614718
5834,who sings the song i m only human,Rag'n'Bone Man,17,0,0.0
5835,who is the host of big beach builds,Marnie Oursler,20,0,0.0
5836,who does tracy end up with in hairspray,Link,9,1,0.885
5837,how fast can the six million dollar man run,over 60 mph ( 97 km / h ),14,1,1.0
5838,who played lou ann poovie on the gomer pyle show,Elizabeth Herndon MacRae,11,1,0.3333333333333333
5839,where was the first john deere tractor made,"Ottumwa , Iowa",9,1,1.0
5840,who wrote the freedom charter of south africa,"ANC leaders including Z.K. Mathews , Lionel `` Rusty '' Bernstein , Ethel Drus , Ruth First and Alan Lipman",10,1,1.0
5841,what is the name of the special force of the indian navy,MARCOS,11,1,0.7666666666666666
5842,who came first hal jordan or john stewart,Harold `` Hal '' Jordan,12,1,0.5
5843,who killed king geoffrey in game of thrones,Lord Petyr Baelish,8,1,0.3333333333333333
5844,who killed king geoffrey in game of thrones,Lady Olenna Tyrell,10,1,0.3333333333333333
5845,when does 50 shades of grey darker come out,"February 10 , 2017",10,1,0.4444444444444444
5846,who is the singer of main nachdi phira,Meghna Mishra,11,1,1.0
5847,balancing selection is concerned with successful reproduction of,multiple alleles ( different versions of a gene ),9,1,1.0
5848,where do curling stones come from in scotland,Ailsa Craig,10,1,0.625
5849,who did duke lose to in 2016 tournament,Notre Dame,10,1,0.976190476190476
5850,who is the captain of indian cricket team in 1983 world cup,Kapil Dev,11,1,0.9379251700680271
5851,brazil is the largest country on which continent,South America,8,1,0.682129329004329
5852,when did zebra mussels come to the great lakes,Since the 1980s,31,1,1.0
5853,what is the origin of the name palmer,English and Scottish,17,1,0.1
5854,in which city was the 9th brics summit 2017 held,"Xiamen , China",10,1,1.0
5855,what is the spelling of diwali in hindi,divālī in Hindi : दिवाली,6,1,1.0
5856,what are the various planned maintenance schedules that are generally used,distance travelled by the vehicle,9,1,1.0
5857,what are the various planned maintenance schedules that are generally used,date - based,22,1,1.0
5858,what are the various planned maintenance schedules that are generally used,based on equipment running hours,25,1,1.0
5859,when did the first insects appear on earth,about 480 million years ago,18,1,1.0
5860,what powers did a tribune allow the plebeians to exercise,power to veto the actions of the consuls and other magistrates,25,1,0.5
5861,what powers did a tribune allow the plebeians to exercise,"convene and preside over the Concilium Plebis , or people 's assembly",14,1,0.5
5862,what powers did a tribune allow the plebeians to exercise,summon the senate,16,1,0.5
5863,what powers did a tribune allow the plebeians to exercise,propose legislation,12,1,0.5
5864,what powers did a tribune allow the plebeians to exercise,intervene on behalf of plebeians in legal matters,10,1,0.5
5865,who is the football coach at louisiana tech,"Louis Leo `` Skip '' Holtz , Jr.",6,0,0.0
5866,a proto-oncogene is best defined as what type of gene,normal genes involved in cell growth and proliferation or inhibition of apoptosis,8,1,1.0
5867,when does s2 of a series of unfortunate events come out,"March 30 , 2018",34,1,0.5
5868,where is the persian gulf located on the world map,between Iran to the northeast and the Arabian Peninsula to the southwest,11,1,1.0
5869,when did the human genome project start and finish,2003,12,1,0.575
5870,when did the human genome project start and finish,1990,10,1,0.5694444444444444
5871,what is a good signal to noise ratio for audio,higher than 1 : 1 ( greater than 0 dB ),13,1,1.0
5872,who scored the most goals in a hockey game,Darryl Sittler,13,1,0.09090909090909091
5873,when did the last episode of westworld air,"June 24 , 2018",15,1,0.41666666666666663
5874,who said they expect a nation to do its duty,"Vice Admiral Horatio Nelson , 1st Viscount Nelson , from his flagship HMS Victory as the Battle of Trafalgar was about to commence",17,1,1.0
5875,who played cliff on one day at a time,Scott Colomby,29,1,1.0
5876,when is the next super bowl in tampa,"February 7 , 2021",12,1,0.16666666666666666
5877,fee-for-service is an accident and health insurance benefit payment model in which,services are unbundled and paid for separately,26,1,0.5
5878,when does season 3 start of the ranch,2018,23,1,0.2851851851851852
5879,when was royal caribbean majesty of the seas built,"April 26 , 1992",7,1,1.0
5880,who plays iron man in spider man homecoming,Tom Holland,26,1,0.8528571428571429
5881,where was the italian job bus scene filmed,the road to Ceresole Reale via Lago Agnel and Colle del Nivolet,10,1,1.0
5882,who played el guapo in the three amigos,Alfonso Arau Incháustegui,10,1,0.5
5883,what is the population of camp verde az,"10,873",9,1,1.0
5884,inserted on the coronoid process of the mandible,the Temporalis and Masseter,8,1,1.0
5885,what was jeanette's favorite book in the glass castle,people dealing with hardships,10,1,1.0
5886,who plays jeremy gilbert on the vampire diaries,Steven R. McQueen,26,1,0.7548420715087382
5887,what is frequently referred to as k - means clustering,"a method of vector quantization , originally from signal processing , that is popular for cluster analysis in data mining",10,1,1.0
5888,where is xavier's school for gifted youngsters,"Westchester County , New York",6,1,0.3333333333333333
5889,last time canadian dollar was at par with us,2007,17,1,0.7041666666666666
5890,what does m and m stand for in medicine,Morbidity and mortality,27,0,0.0
5891,when did who framed roger rabbit come out,1988,26,1,0.9666666666666667
5892,why was bastille regarded as the symbol of state oppression,"It played an important role in the internal conflicts of France and for most of its history was used as a state prison by the kings of France . It was stormed by a crowd on 14 July 1789 , in the French Revolution , becoming an important symbol for the French Republican movement , and was later demolished and replaced by the Place de la Bastille .",11,1,1.0
5893,in what subtypes of epithelial tissue are goblet cells usually found,gastrointestinal,11,1,0.5060876623376623
5894,in what subtypes of epithelial tissue are goblet cells usually found,respiratory,12,1,0.6051948051948052
5895,in what subtypes of epithelial tissue are goblet cells usually found,reproductive,19,1,0.7222222222222221
5896,who plays benedict arnold's wife in turn,Ksenia Solo,8,0,0.0
5897,who wrote it was almost like a song,Hal David and Archie Jordan,10,1,1.0
5898,what is the meaning of wallah in arabic,I swear on Gods name,22,1,1.0
5899,why did the treasure have stanley yelnats name on it,suitcase had belonged to Stanley 's great - grandfather,13,1,1.0
5900,man in germany who kept daughter in basement,Josef Fritzl,8,0,0.0
5901,where does the 7th cranial nerve exit the skull,between the pons and the medulla,36,0,0.0
5902,how long after retirement hall of fame nba,at least three full seasons,10,1,1.0
5903,who was in the video don't worry be happy,Bill Irwin,8,1,1.0
5904,who was in the video don't worry be happy,McFerrin,15,1,1.0
5905,who was in the video don't worry be happy,Robin Williams,10,1,0.49090909090909085
5906,where is last of the summer wine filmed,"Holmfirth , West Yorkshire , England",29,1,1.0
5907,when was the wheels on the bus written,no later than 1939,22,1,1.0
5908,which cities were the center of calvinism and lutheranism,"Zürich , Switzerland",12,1,1.0
5909,what year did monster high dolls come out,July 2010,15,1,0.5
5910,fried green tomatoes who was the old lady,Ninny,12,1,1.0
5911,what is the name of the articulation between the mandible and the cranium,temporomandibular joints ( TMJ ),8,0,0.0
5912,when did the church start worshipping on sunday,in the 1st century,10,1,1.0
5913,who wrote the world of ice and fire,George R.R. Martin,9,1,1.0
5914,what is the max amount of michelin stars,three,7,1,0.9095238095238095
5915,when did the gold rush start in alaska,the summer of 1899,11,1,0.5
5916,who plays michael burnham on star trek discovery,Sonequa Martin - Green,9,1,0.9166666666666666
5917,where is the weather channel based out of,"Atlanta , Georgia",8,1,1.0
5918,who brought the brain trust a group of highly educated advisors into power with him,Franklin Roosevelt,18,1,1.0
5919,would you like to swing on a star movie,Going My Way,13,1,1.0
5920,when is the last time the astros been to the world series,2017,18,1,0.7881880024737167
5921,who does the voice of phineas on phineas and ferb,Vincent Martella,6,1,0.9166666666666666
5922,where does the movie it's complicated take place,"Santa Barbara , California",14,1,1.0
5923,who was the lead singer of ram jam,Myke Scavone,10,1,1.0
5924,definition of custom as a source of law,the established pattern of behavior that can be objectively verified within a particular social setting,10,1,0.5
5925,when did season 5 of bates motel start,"February 20 , 2017",11,1,1.0
5926,volume and pressure inside the left ventricle at the end of diastole is referred to as,preload,8,1,0.5666666666666667
5927,how far is beaumont texas from the ocean,30 miles,19,1,1.0
5928,what college does mason go to in boyhood,Sul Ross State University in Alpine,11,1,1.0
5929,apparatus used to determine the volumetric composition of water,Hofmann voltameter,22,1,0.5
5930,what is the origin of the name jose,Spanish form of the given name Joseph,17,0,0.0
5931,where does the phrase go set a watchman come from,Isaiah 21 : 6,14,1,1.0
5932,what year did i spit on your grave come out,1978,25,1,1.0
5933,the first civilization in asia formed along the and river valleys around bc,Mesopotamia,24,1,0.7544011544011543
5934,who sings with gary allan on every storm,Co-writer Hillary Lindsey,15,1,1.0
5935,when did the men's doubles and women's singles events begin,1884,25,0,0.0
5936,how many olympic gold medals does lebron james have,two,21,1,0.7982503607503608
5937,what does it mean when two events are mutually exclusive,if they can not both occur at the same time ( be true ),32,1,1.0
5938,what is the temperature of absolute zero in kelvin,zero,14,1,0.9572979797979798
5939,in what way is theseus responsible for the death of his father,"forgot to put up the white sails instead of the black ones , so his father , the king , believing he was dead , committed suicide",20,1,1.0
5940,what city is garden of the gods in illinois,Equality,8,1,0.6
5941,what is the main ingredient of dum aloo,potato,9,1,0.4947186147186147
5942,who is the actor playing jason on general hospital,Steve Burton,13,1,0.6428571428571428
5943,where did the agony in the garden take place,Gethsemane,9,1,1.0
5944,who wrote the new york state constitution of 1777,Gouverneur Morris,26,1,1.0
5945,who wrote the new york state constitution of 1777,John Jay,21,1,0.8178571428571427
5946,who wrote the new york state constitution of 1777,Robert R. Livingston,16,1,1.0
5947,how long does it take ceres to orbit the sun,4.6 Earth years,26,1,1.0
5948,who does robin van persie play for now,Feyenoord,13,1,1.0
5949,when did the first manned space craft land on the moon,20 July 1969,18,1,0.6428571428571428
5950,what weight is conor mcgregor and mayweather fighting at,light - middleweight,15,1,0.8333333333333333
5951,when is the flash season 5 going to air,"October 9 , 2018",18,1,1.0
5952,i just called to say i love you genre,adult contemporary,11,1,0.5575757575757575
5953,i just called to say i love you genre,R&B,13,1,0.8885281385281385
5954,who wrote the song in my time of dying,Unknown,10,1,0.6
5955,where was the movie for a few dollars more filmed,Rome 's Cinecittà Studios,12,1,1.0
5956,where was the movie for a few dollars more filmed,"Almería , Spain",22,1,1.0
5957,who played the boy in the blue lagoon,Christopher Atkins,12,1,1.0
5958,what is the difference between whipped cream and chantilly,Sweetened whipped cream is also called Chantilly cream,8,1,1.0
5959,sariska national park is located in which state,"the state of Rajasthan , India",21,1,1.0
5960,what kind of meat comes from a goat,kid,18,1,0.6746031746031745
5961,what kind of meat comes from a goat,chevon,16,1,1.0
5962,what kind of meat comes from a goat,cabrito,20,1,1.0
5963,what kind of meat comes from a goat,capretto,9,1,1.0
5964,who sailed into shark bay in western australia 1616,An expedition led by Dirk Hartog,10,1,1.0
5965,what is the meaning of nilesh in hindi,Blue Head,19,1,1.0
5966,what is the meaning of nilesh in hindi,the Blue God,10,1,1.0
5967,when was the book of common prayer first published,in 1549,11,1,0.75
5968,what are the olympic gold medals made of,a minimum of 6 grams of gold,7,1,1.0
5969,what are the olympic gold medals made of,at least 92.5 % silver,14,1,1.0
5970,who was the bad guy in dudley do right,Snidely Whiplash,9,0,0.0
5971,where was the movie the blue lagoon filmed,"Champagne Bay , Vanuatu",15,1,1.0
5972,where was the movie the blue lagoon filmed,Jamaica,7,1,1.0
5973,where was the movie the blue lagoon filmed,"Nanuya Levu , a privately owned island in Fiji",8,1,1.0
5974,where was the movie the blue lagoon filmed,Comino Island,9,1,1.0
5975,where was the movie the blue lagoon filmed,Malta,27,1,1.0
5976,who scored the first ever goal at pride park,Vincenzo Montella,18,1,1.0
5977,when was the first ford plant opened in south africa,early 1980s,18,1,0.25
5978,who said can't we just get along,Rodney King,20,0,0.0
5979,where was the land of uz in the bible,"kingdom of Edom , roughly in the area of modern - day southwestern Jordan and southern Israel",6,1,1.0
5980,what is the name of the preakness track,Pimlico Race Course,8,1,0.8432900432900432
5981,what year was a quiet place set in,2020,9,1,1.0
5982,how many courtrooms does the high court have,three,11,1,0.569047619047619
5983,what is the sum of all angles in a hexagon,720 °,7,1,1.0
5984,who plays claire's mom on modern family,Shelley Long,13,1,0.8666666666666667
5985,where was the titanic sailing from and to,New York City,14,1,0.925
5986,where was the titanic sailing from and to,Southampton,7,1,0.9095238095238095
5987,what's the legal age to go to a shooting range,at least 18 or 21 years old ( or have a legal guardian present ),10,1,1.0
5988,who was the u.s. military officer that was at the head of the iranian arms deals,Oliver North,21,1,0.16666666666666666
5989,when did the easter bunny became part of easter,1682,18,1,1.0
5990,where do they play the red river rivalry,"Cotton Bowl stadium in Dallas , Texas",20,1,1.0
5991,who was the founder of the parker brothers,George S. Parker,19,1,1.0
5992,who wrote the story the wizard of oz,L. Frank Baum,12,1,0.9159722222222222
5993,who wrote i can't make u love me,Allen Shamblin,14,1,0.25
5994,who wrote i can't make u love me,Mike Reid,16,1,0.25
5995,who did the voice of michael jackson on the simpsons,Michael Jackson,22,1,0.8480122655122655
5996,shakespeare my mistress eyes are nothing like the sun meaning,"This sonnet plays with poetic conventions in which , for example , the mistress 's eyes are compared with the sun , her lips with coral , and her cheeks with roses . His mistress , says the poet , is nothing like this conventional image , but is as lovely as any woman",18,1,1.0
5997,united nations high commissioner for human rights address,"Geneva , Switzerland",19,1,1.0
5998,when does the wife of bath take place,Late Middle Ages,10,1,1.0
5999,fetal alcohol syndrome is caused by exposure to a(n),alcohol,14,1,1.0
6000,who was say hello to heaven written for,Mother Love Bone vocalist Andrew Wood,7,1,0.625
6001,who is responsible for enforcing the liquor code,Pennsylvania Liquor Control Board ( PLCB ),7,1,1.0
6002,who advocated for a separate juvenile court in chicago,Julia Lathrop,13,1,0.5
6003,who advocated for a separate juvenile court in chicago,Jane Addams,18,1,0.5
6004,who advocated for a separate juvenile court in chicago,Louise DeKoven Bowen,27,1,0.5
6005,who advocated for a separate juvenile court in chicago,Lucy Flower,20,1,0.5
6006,who was the girl in the way you make me feel video,Stephanie `` Tatiana '' Yvonne Thumbtzen,14,0,0.0
6007,where is the new series mystery road filmed,"Miriuwung , Gajerrong and Balanggarra Aboriginal land , in The Kimberley",19,1,1.0
6008,who played the youngest son on home improvement,Taran Noah Smith,15,1,1.0
6009,when did the samsung galaxy alpha come out,September 2014,10,1,0.6464646464646464
6010,where is ocean park in hong kong located,in Wong Chuk Hang and Nam Long Shan in the Southern District,21,1,1.0
6011,when was i being born a woman and distressed written,1923,30,1,1.0
6012,who plays mike myers in rob zombie's halloween,Tyler Mane,17,1,0.6916666666666667
6013,who founded servants of india society in 1905,"June 12 , 1905",11,1,1.0
6014,how did the dawes plan benefit the united states,America would provide loans to the Germans,19,1,1.0
6015,where is the army base in alaska located,"Dutch Harbor , on Amaknak Island of the Aleutian Islands",8,0,0.0
6016,which african american leader was invited as a dinner guest to the white house in 1901,Booker T. Washington,42,1,0.4873376623376623
6017,where was i have a dream speech delivered,"Lincoln Memorial in Washington , D.C.",15,1,1.0
6018,major westward moves in sports franchises began in earnest in the major sports in,1960s,18,1,0.6833333333333333
6019,where was the movie hold the dark filmed,"areas surrounding Calgary and Kananaskis Country , Alberta",8,1,1.0
6020,when was the united farm workers union formed,1962,11,1,0.7
6021,who was the us president when ww2 ended,Harry S. Truman,10,1,0.1
6022,who knew to get out of chakravyuh in mahabharat,Abhimanyu,23,1,0.375
6023,the pilot that landed in the hudson river,Chesley Burnett `` Sully '' Sullenberger III,10,0,0.0
6024,all in all azhagu raja movie actress name,Kajal Aggarwal,7,1,1.0
6025,what does brahmaputra form after its meeting with the ganga,Padma River,22,1,1.0
6026,what is the full name of jcb machine,J.C. Bamford Excavators Limited,14,1,1.0
6027,where does pokemon x and y take place,Kalos Region,14,1,0.7
6028,who is the 1976 movie sparkle based on,"the magic of a special period in American history , but it explores the impact of Harlem 's musical and social culture on the rest of the world , '' as well as the linkages to black power",7,1,1.0
6029,america got talent opera singer 10 years old,Jacqueline Marie `` Jackie '' Evancho,14,0,0.0
6030,who played the original alfalfa in the little rascals,Carl Dean Switzer,9,0,0.0
6031,where are the auditory receptors known as hair cells,in the ears of all vertebrates,10,1,1.0
6032,true story behind the movie the girl next door,The film is loosely based on true events surrounding the torture and murder of Sylvia Likens by Gertrude Baniszewski during the summer of 1965 .,12,1,0.75
6033,fall out boy music video with kim kardashian,Thnks fr th Mmrs,10,1,0.5
6034,in which case did the supreme court reinstate the death penalty,Gregg v. Georgia,22,1,0.3438852813852814
6035,where is the density of an atom concentrated,nucleus,21,1,0.6200000000000001
6036,where is the us is the only memorial honoring an insect found,"Enterprise , Alabama",19,0,0.0
6037,who was the first indian woman to be crowned miss universe,Sushmita Sen,41,1,1.0
6038,who makes more money star wars or star trek,Star Wars,27,1,0.7211640211640211
6039,when moon completely covers sun what's it called,solar eclipse,9,1,0.34444444444444444
6040,where was the world cup played in 2014,in Brazil,11,1,0.6472582972582972
6041,who is doing super bowl halftime show 2018,Justin Timberlake,24,1,0.5270833333333333
6042,who sings burgers & fries & cherry pies,Charley Pride,9,1,1.0
6043,who was the book of colossians written to,"the Church in Colossae , a small Phrygian city near Laodicea",14,1,1.0
6044,who was the book of colossians written to,the Church in Colossae,10,1,1.0
6045,who plays lexie grey on grey's anatomy,Chyler Leigh West,13,0,0.0
6046,the part of a telescope that gathers the light from a distant object,the objective ( 1 ) ( the convex lens or concave mirror used to gather the incoming light ),20,1,1.0
6047,besides english what is the most commonly spoken language in australia,Mandarin,15,1,0.7433333333333334
6048,what is generally considered to be the first step in a process improvement project,plan,17,1,0.7856701940035273
6049,what type of aircraft is excluded from coverage under the chicago convention,"Aircraft flying to , from or across , the territory of a state",27,1,1.0
6050,what is the purpose of the forward of a book,tells of some interaction between the writer of the foreword and the book 's primary author or the story the book tells,20,0,0.0
6051,when was the social model of disability created,1960s,19,1,0.7116666666666667
6052,where was india's indigenously built anti tank missile nag test fired in july 2015,"at Chandhan firing range in Jaisalmer , Rajasthan",16,1,1.0
6053,who sings my woman my woman my wife,Marty Robbins,8,1,1.0
6054,who is freddy in nightmare on elm street,a dream - demon who attacks his victims from within their dreams,18,0,0.0
6055,when was the last time chile was in the world cup,2014,21,1,0.8114558281224947
6056,what does red flag with blue cross mean,The flag of Norway,16,0,0.0
6057,who is the richest man in new zealand,Graeme Richard Hart,16,0,0.0
6058,what were the twins names on hee haw,"Jim ( August 30 , 1941 -- May 1 , 2008 ) and Jon Hager ( August 30 , 1941 -- January 9 , 2009 )",10,1,0.5
6059,when was the department of veterans affairs created,1989,8,1,0.8611111111111112
6060,when was the department of veterans affairs created,1930,9,1,0.8333333333333333
6061,when was linkin parks one more light released,"October 3 , 2017",10,1,0.3333333333333333
6062,where are the los angeles chargers playing home games,SDCCU Stadium,12,1,1.0
6063,who played tristram in all creatures great and small,Peter Davison,11,1,0.4444444444444444
6064,who is considered a beneficial owner of an account,specific property rights ( `` use and title '' ) in equity belong to a person even though legal title of the property belongs to another person,16,1,1.0
6065,where is irving plaza in new york city,within the Union Square neighborhood of Manhattan,11,1,1.0
6066,when did the romans destroy the temple in jerusalem,"August 30 , 70 CE",7,1,0.2
6067,who was the first king of all of england,"Alfred the Great , King of Wessex",11,0,0.0
6068,who plays violet in saved by the bell,Tori Spelling,27,1,1.0
6069,who performed the character of limping jim crow and popularized the dance called jump jim crow,white minstrel performer Thomas Dartmouth ( T.D. ) `` Daddy '' Rice,13,1,1.0
6070,what can change the binding properties of a protein,molecular structure,16,0,0.0
6071,what can change the binding properties of a protein,charge,10,1,0.4154761904761905
6072,what can change the binding properties of a protein,hydrophobicity,25,1,0.125
6073,when did the atlanta thrashers became the winnipeg jets,May 2011,9,1,0.8333333333333333
6074,who has won the most money on the show jeopardy,Brad Rutter,17,1,0.8125
6075,what does acd mean in a call center,automatic call distributor,14,1,1.0
6076,who has been to the top of everest the most,Kami Rita Sherpa,19,1,1.0
6077,no man's land between greece and turkey,United Nations Buffer Zone in Cyprus,11,0,0.0
6078,where did the saying quitting cold turkey come from,"the piloerection or `` goose bumps '' that occurs with abrupt withdrawal from opioids , which resembles the skin of a plucked refrigerated turkey",15,1,1.0
6079,where is the great escarpment located in brazil,much of the eastern coast of Brazil south of the city of Salvador,14,1,1.0
6080,who made it to the superbowl for 2018,New England Patriots,13,0,0.0
6081,who made it to the superbowl for 2018,Philadelphia Eagles,11,1,0.3333333333333333
6082,who developed the analytical engine which had features of present day computers,Charles Babbage,18,1,0.7190476190476189
6083,the journey from egypt to the promised land is called,the Exodus,8,1,0.6977777777777778
6084,who is the little girl that dances for sia,Maddie Ziegler,7,1,0.9583333333333333
6085,government ownership of property and resources in the united states is,concentrated in Alaska and the Western United States,12,0,0.0
6086,when did the civil war in colombia start,the mid-1960s,13,1,0.3333333333333333
6087,how many senators are there in the philippines,24,8,1,0.8085457752124419
6088,what is the use of power bank charger,supply power from its built - in batteries through a USB port,9,1,1.0
6089,where was the movie true grit filmed with john wayne,"Ouray County , Colorado",16,1,1.0
6090,the record highest number of satellites launched by isro in a single flight is,Cartosat - 2 series satellite,13,1,0.16666666666666666
6091,who is the speaker of the house nz,"Trevor Mallard ,",10,1,1.0
6092,who plays yoga instructor in orange is the new black,Constance Shulman,9,1,0.125
6093,who is the female voice in gimme shelter,Merry Clayton,16,1,0.6428571428571428
6094,how many new zealand athletes in winter olympics,21,27,1,0.9436868686868686
6095,who won great british bake off season one,Edd Kimber,12,1,0.8333333333333333
6096,who is the owner of holland america line,Carnival Corporation & plc .,9,1,0.6
6097,who is the actress that does the trivago advert,Gabrielle Miller,13,1,1.0
6098,when was the first book published in the world,618 -- 907,19,0,0.0
6099,the vomeronasal organ (vno) is a set of receptors located,close to the vomer and nasal bones,6,1,1.0
